Artists,Title,Song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Demi Lovato,Tell Me You Love Me,spotify:track:3Du2K5dLzmduCNp6uwuaL0,0.702,0.635,11,-6.917,0,0.265,0.0223,0,0.283,0.873,144.004,audio_features,3Du2K5dLzmduCNp6uwuaL0,spotify:track:3Du2K5dLzmduCNp6uwuaL0,https://api.spotify.com/v1/tracks/3Du2K5dLzmduCNp6uwuaL0,https://api.spotify.com/v1/audio-analysis/3Du2K5dLzmduCNp6uwuaL0,203760,4
Kelly Clarkson,Stronger (Deluxe Version),spotify:track:6D60klaHqbCl9ySc8VcRss,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,audio_features,6D60klaHqbCl9ySc8VcRss,spotify:track:6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/tracks/6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/audio-analysis/6D60klaHqbCl9ySc8VcRss,221947,4
Brett Young,Brett Young EP,spotify:track:2dWgzqawzDkBL8QfZw92Ub,0.596,0.544,10,-7.294,1,0.0315,0.397,0,0.106,0.393,147.976,audio_features,2dWgzqawzDkBL8QfZw92Ub,spotify:track:2dWgzqawzDkBL8QfZw92Ub,https://api.spotify.com/v1/tracks/2dWgzqawzDkBL8QfZw92Ub,https://api.spotify.com/v1/audio-analysis/2dWgzqawzDkBL8QfZw92Ub,224853,4
Jordan Davis,Singles You Up,spotify:track:3IPkbTA8KkdDXyWtGkfFXa,0.635,0.903,7,-3.588,1,0.0323,0.0472,0,0.255,0.559,100.08,audio_features,3IPkbTA8KkdDXyWtGkfFXa,spotify:track:3IPkbTA8KkdDXyWtGkfFXa,https://api.spotify.com/v1/tracks/3IPkbTA8KkdDXyWtGkfFXa,https://api.spotify.com/v1/audio-analysis/3IPkbTA8KkdDXyWtGkfFXa,182693,4
Thomas Rhett,Craving You,spotify:track:6zLdXcmvIxnAXpz9sXFnIE,0.612,0.841,9,-3.795,0,0.0353,0.000907,0,0.37,0.499,104.986,audio_features,6zLdXcmvIxnAXpz9sXFnIE,spotify:track:6zLdXcmvIxnAXpz9sXFnIE,https://api.spotify.com/v1/tracks/6zLdXcmvIxnAXpz9sXFnIE,https://api.spotify.com/v1/audio-analysis/6zLdXcmvIxnAXpz9sXFnIE,227373,4
Devin Dawson,All On Me,spotify:track:2Nc8Imt04W3ZmcBF8dPQKc,0.631,0.658,5,-5.313,1,0.0281,0.144,0,0.22,0.7,80.996,audio_features,2Nc8Imt04W3ZmcBF8dPQKc,spotify:track:2Nc8Imt04W3ZmcBF8dPQKc,https://api.spotify.com/v1/tracks/2Nc8Imt04W3ZmcBF8dPQKc,https://api.spotify.com/v1/audio-analysis/2Nc8Imt04W3ZmcBF8dPQKc,227573,4
Luke Bryan,Light It Up,spotify:track:6znSbsDDFdBZaiucjUGaWy,0.596,0.935,6,-2.794,0,0.0855,0.129,0,0.108,0.678,130.029,audio_features,6znSbsDDFdBZaiucjUGaWy,spotify:track:6znSbsDDFdBZaiucjUGaWy,https://api.spotify.com/v1/tracks/6znSbsDDFdBZaiucjUGaWy,https://api.spotify.com/v1/audio-analysis/6znSbsDDFdBZaiucjUGaWy,177292,4
Thomas Rhett,Life Changes,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,audio_features,30MM5jWpUmOxtTNd9Ey5LZ,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,https://api.spotify.com/v1/tracks/30MM5jWpUmOxtTNd9Ey5LZ,https://api.spotify.com/v1/audio-analysis/30MM5jWpUmOxtTNd9Ey5LZ,157080,4
Blake Shelton,I'll Name the Dogs,spotify:track:2n5ZD87XQ2yvIxGjoYbUmZ,0.47,0.852,4,-5.874,1,0.0933,0.163,2.04e-06,0.281,0.773,168.063,audio_features,2n5ZD87XQ2yvIxGjoYbUmZ,spotify:track:2n5ZD87XQ2yvIxGjoYbUmZ,https://api.spotify.com/v1/tracks/2n5ZD87XQ2yvIxGjoYbUmZ,https://api.spotify.com/v1/audio-analysis/2n5ZD87XQ2yvIxGjoYbUmZ,183200,4
LANCO,LANCO - EP,spotify:track:0kdiUZDcLIFw0Buo9r0Q4z,0.665,0.621,10,-8.571,1,0.0524,0.38,0,0.119,0.632,147.975,audio_features,0kdiUZDcLIFw0Buo9r0Q4z,spotify:track:0kdiUZDcLIFw0Buo9r0Q4z,https://api.spotify.com/v1/tracks/0kdiUZDcLIFw0Buo9r0Q4z,https://api.spotify.com/v1/audio-analysis/0kdiUZDcLIFw0Buo9r0Q4z,222400,4
Walker Hayes,You Broke Up with Me,spotify:track:6UsoV6X96Rox9mfxoz7SFy,0.846,0.711,0,-7.939,1,0.061,0.496,0,0.247,0.883,120.013,audio_features,6UsoV6X96Rox9mfxoz7SFy,spotify:track:6UsoV6X96Rox9mfxoz7SFy,https://api.spotify.com/v1/tracks/6UsoV6X96Rox9mfxoz7SFy,https://api.spotify.com/v1/audio-analysis/6UsoV6X96Rox9mfxoz7SFy,197840,4
Morgan Evans,Kiss Somebody,spotify:track:1mJMD1VIQ7jWTP9DK2zmY0,0.492,0.681,6,-7.038,1,0.075,0.143,0,0.199,0.511,178.01,audio_features,1mJMD1VIQ7jWTP9DK2zmY0,spotify:track:1mJMD1VIQ7jWTP9DK2zmY0,https://api.spotify.com/v1/tracks/1mJMD1VIQ7jWTP9DK2zmY0,https://api.spotify.com/v1/audio-analysis/1mJMD1VIQ7jWTP9DK2zmY0,212445,4
Brett Young,Brett Young,spotify:track:3T6MAweakkNrMYs8jZIWtg,0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,audio_features,3T6MAweakkNrMYs8jZIWtg,spotify:track:3T6MAweakkNrMYs8jZIWtg,https://api.spotify.com/v1/tracks/3T6MAweakkNrMYs8jZIWtg,https://api.spotify.com/v1/audio-analysis/3T6MAweakkNrMYs8jZIWtg,207187,4
Brett Eldredge,The Long Way,spotify:track:1KTLLe980WR4RLKg74Ud6e,0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.872,audio_features,1KTLLe980WR4RLKg74Ud6e,spotify:track:1KTLLe980WR4RLKg74Ud6e,https://api.spotify.com/v1/tracks/1KTLLe980WR4RLKg74Ud6e,https://api.spotify.com/v1/audio-analysis/1KTLLe980WR4RLKg74Ud6e,208653,4
Bebe Rexha,All Your Fault: Pt. 2,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,audio_features,7iDa6hUg2VgEL1o1HjmfBn,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn,https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn,163870,4
Jackie Lee,Getting Over You,spotify:track:4oeGQb7zAVNRkpjjoNHK5K,0.442,0.784,2,-4.001,1,0.0344,0.0527,0,0.0597,0.552,170.139,audio_features,4oeGQb7zAVNRkpjjoNHK5K,spotify:track:4oeGQb7zAVNRkpjjoNHK5K,https://api.spotify.com/v1/tracks/4oeGQb7zAVNRkpjjoNHK5K,https://api.spotify.com/v1/audio-analysis/4oeGQb7zAVNRkpjjoNHK5K,173187,4
Thomas Rhett,Life Changes,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,0.333,0.412,3,-8.633,1,0.029,0.0977,0,0.113,0.474,85.028,audio_features,0OWZFobGSIW9GrSlQ9C5pc,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,https://api.spotify.com/v1/tracks/0OWZFobGSIW9GrSlQ9C5pc,https://api.spotify.com/v1/audio-analysis/0OWZFobGSIW9GrSlQ9C5pc,205453,4
Kane Brown,Kane Brown,spotify:track:7zVCrzzEJU7u24sbJPXA5W,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,audio_features,7zVCrzzEJU7u24sbJPXA5W,spotify:track:7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,188253,4
Billy Currington,Summer Forever,spotify:track:3I7krC8kr0gFR7P6vInR1I,0.553,0.747,9,-5.432,1,0.0279,0.106,0,0.154,0.521,90.012,audio_features,3I7krC8kr0gFR7P6vInR1I,spotify:track:3I7krC8kr0gFR7P6vInR1I,https://api.spotify.com/v1/tracks/3I7krC8kr0gFR7P6vInR1I,https://api.spotify.com/v1/audio-analysis/3I7krC8kr0gFR7P6vInR1I,234307,4
Granger Smith,Happens Like That,spotify:track:5Zx1zVpDJsNgyY3HvNfsfC,0.557,0.807,7,-5.428,1,0.0825,0.189,0,0.234,0.578,81.045,audio_features,5Zx1zVpDJsNgyY3HvNfsfC,spotify:track:5Zx1zVpDJsNgyY3HvNfsfC,https://api.spotify.com/v1/tracks/5Zx1zVpDJsNgyY3HvNfsfC,https://api.spotify.com/v1/audio-analysis/5Zx1zVpDJsNgyY3HvNfsfC,171493,4
Brett Kissel,We Were That Song,spotify:track:6OUdBkpAQtKyZ74cKukZ9W,0.618,0.911,9,-3.323,1,0.05,0.216,0,0.132,0.501,102.956,audio_features,6OUdBkpAQtKyZ74cKukZ9W,spotify:track:6OUdBkpAQtKyZ74cKukZ9W,https://api.spotify.com/v1/tracks/6OUdBkpAQtKyZ74cKukZ9W,https://api.spotify.com/v1/audio-analysis/6OUdBkpAQtKyZ74cKukZ9W,200280,4
Jay Sean,All Or Nothing,spotify:track:7LP4Es66zdY7CyjepqmvAg,0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,audio_features,7LP4Es66zdY7CyjepqmvAg,spotify:track:7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/tracks/7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/audio-analysis/7LP4Es66zdY7CyjepqmvAg,212107,4
Outkast,Speakerboxxx/The Love Below,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,2PpruBYCo4H7WOBJ7Q2EwM,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4
Zara Larsson,Never Forget You,spotify:track:6WLS56xiRrXjSm9RSdL3zD,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,audio_features,6WLS56xiRrXjSm9RSdL3zD,spotify:track:6WLS56xiRrXjSm9RSdL3zD,https://api.spotify.com/v1/tracks/6WLS56xiRrXjSm9RSdL3zD,https://api.spotify.com/v1/audio-analysis/6WLS56xiRrXjSm9RSdL3zD,213428,4
Mike Posner,"At Night, Alone.",spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,audio_features,1MtUq6Wp1eQ8PC6BbPCj8P,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,https://api.spotify.com/v1/tracks/1MtUq6Wp1eQ8PC6BbPCj8P,https://api.spotify.com/v1/audio-analysis/1MtUq6Wp1eQ8PC6BbPCj8P,197933,4
Miley Cyrus,Bangerz (Deluxe Version),spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,audio_features,2vwlzO0Qp8kfEtzTsCXfyE,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,221360,4
Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,206167,4
Kygo,It Ain't Me,spotify:track:12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,audio_features,12GEpg2XOPyqk03JZEZnJs,spotify:track:12GEpg2XOPyqk03JZEZnJs,https://api.spotify.com/v1/tracks/12GEpg2XOPyqk03JZEZnJs,https://api.spotify.com/v1/audio-analysis/12GEpg2XOPyqk03JZEZnJs,220781,4
Jason Derulo,Talk Dirty,spotify:track:5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,audio_features,5KONnBIQ9LqCxyeSPin26k,spotify:track:5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/tracks/5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/audio-analysis/5KONnBIQ9LqCxyeSPin26k,217419,4
Diddy - Dirty Money,Last Train To Paris,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,audio_features,6Iocm6VMu6bVNYwiDoyQFW,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,https://api.spotify.com/v1/tracks/6Iocm6VMu6bVNYwiDoyQFW,https://api.spotify.com/v1/audio-analysis/6Iocm6VMu6bVNYwiDoyQFW,238693,4
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),spotify:track:5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,audio_features,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088,4
Justin Bieber,My World 2.0,spotify:track:6epn3r7S14KUqlReYr77hA,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4
Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4
Iyaz,Replay,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,audio_features,5vlEg2fT4cFWAqU5QptIpQ,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,https://api.spotify.com/v1/tracks/5vlEg2fT4cFWAqU5QptIpQ,https://api.spotify.com/v1/audio-analysis/5vlEg2fT4cFWAqU5QptIpQ,182307,4
Taio Cruz,Rokstarr,spotify:track:1DqdF42leyFIzqNDv9CjId,0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,audio_features,1DqdF42leyFIzqNDv9CjId,spotify:track:1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/tracks/1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId,203867,4
Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),spotify:track:4vp2J1l5RD4gMZwGFLfRAu,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,audio_features,4vp2J1l5RD4gMZwGFLfRAu,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,https://api.spotify.com/v1/tracks/4vp2J1l5RD4gMZwGFLfRAu,https://api.spotify.com/v1/audio-analysis/4vp2J1l5RD4gMZwGFLfRAu,289133,4
fun.,Some Nights,spotify:track:67WTwafOMgegV6ABnBQxcE,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,audio_features,67WTwafOMgegV6ABnBQxcE,spotify:track:67WTwafOMgegV6ABnBQxcE,https://api.spotify.com/v1/tracks/67WTwafOMgegV6ABnBQxcE,https://api.spotify.com/v1/audio-analysis/67WTwafOMgegV6ABnBQxcE,277040,4
Rupert Holmes,Partners In Crime,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,audio_features,5IMtdHjJ1OtkxbGe4zfUxQ,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,https://api.spotify.com/v1/tracks/5IMtdHjJ1OtkxbGe4zfUxQ,https://api.spotify.com/v1/audio-analysis/5IMtdHjJ1OtkxbGe4zfUxQ,276493,4
Marvin Gaye,United,spotify:track:1LeWIs2hP2r5yOQnVuYoI5,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,audio_features,1LeWIs2hP2r5yOQnVuYoI5,spotify:track:1LeWIs2hP2r5yOQnVuYoI5,https://api.spotify.com/v1/tracks/1LeWIs2hP2r5yOQnVuYoI5,https://api.spotify.com/v1/audio-analysis/1LeWIs2hP2r5yOQnVuYoI5,151667,4
Colbie Caillat,All Of You,spotify:track:5YTtTbqxUzJHD3CpbNHerP,0.629,0.793,9,-5.942,1,0.0346,0.00952,1.15e-06,0.218,0.588,95.981,audio_features,5YTtTbqxUzJHD3CpbNHerP,spotify:track:5YTtTbqxUzJHD3CpbNHerP,https://api.spotify.com/v1/tracks/5YTtTbqxUzJHD3CpbNHerP,https://api.spotify.com/v1/audio-analysis/5YTtTbqxUzJHD3CpbNHerP,231213,4
Neil Diamond,In My Lifetime,spotify:track:6l7tK5SsMlN8a9ccgeIkpS,0.556,0.161,11,-13.944,1,0.0297,0.505,4.36e-05,0.28,0.588,126.534,audio_features,6l7tK5SsMlN8a9ccgeIkpS,spotify:track:6l7tK5SsMlN8a9ccgeIkpS,https://api.spotify.com/v1/tracks/6l7tK5SsMlN8a9ccgeIkpS,https://api.spotify.com/v1/audio-analysis/6l7tK5SsMlN8a9ccgeIkpS,201800,4
The B-52's,Cosmic Thing,spotify:track:4W4wYHtsrgDiivRASVOINL,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,audio_features,4W4wYHtsrgDiivRASVOINL,spotify:track:4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/tracks/4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/audio-analysis/4W4wYHtsrgDiivRASVOINL,320680,4
Katrina & The Waves,Katrina & The Waves,spotify:track:05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733,4
Vance Joy,Dream Your Life Away,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm,204280,4
The Lumineers,The Lumineers,spotify:track:2nXM8IVqKtyO6JKsLlXWAy,0.684,0.47,0,-9.088,1,0.0325,0.802,0,0.0711,0.381,79.934,audio_features,2nXM8IVqKtyO6JKsLlXWAy,spotify:track:2nXM8IVqKtyO6JKsLlXWAy,https://api.spotify.com/v1/tracks/2nXM8IVqKtyO6JKsLlXWAy,https://api.spotify.com/v1/audio-analysis/2nXM8IVqKtyO6JKsLlXWAy,163133,4
Journey,80s 100 Hits,spotify:track:3HRQtRUYnnuZY7fE900XtJ,0.495,0.781,4,-8.109,1,0.0413,0.254,0,0.395,0.473,119.206,audio_features,3HRQtRUYnnuZY7fE900XtJ,spotify:track:3HRQtRUYnnuZY7fE900XtJ,https://api.spotify.com/v1/tracks/3HRQtRUYnnuZY7fE900XtJ,https://api.spotify.com/v1/audio-analysis/3HRQtRUYnnuZY7fE900XtJ,248200,4
Smash Mouth,All Star Smash Hits,spotify:track:22c2pt75xtnDddA5Zlm0yy,0.73,0.862,11,-5.876,1,0.0313,0.0398,0,0.0818,0.77,104.018,audio_features,22c2pt75xtnDddA5Zlm0yy,spotify:track:22c2pt75xtnDddA5Zlm0yy,https://api.spotify.com/v1/tracks/22c2pt75xtnDddA5Zlm0yy,https://api.spotify.com/v1/audio-analysis/22c2pt75xtnDddA5Zlm0yy,200560,4
Beyoncé,I AM...SASHA FIERCE,spotify:track:5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,audio_features,5R9a4t5t5O0IsznsrKPVro,spotify:track:5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro,193213,4
Jason Derulo,Jason Derulo (Deluxe Audio),spotify:track:7ksYJ95P5vP87A0GH34CIk,0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,audio_features,7ksYJ95P5vP87A0GH34CIk,spotify:track:7ksYJ95P5vP87A0GH34CIk,https://api.spotify.com/v1/tracks/7ksYJ95P5vP87A0GH34CIk,https://api.spotify.com/v1/audio-analysis/7ksYJ95P5vP87A0GH34CIk,215747,4
One Direction,Up All Night,spotify:track:03oZejWqXLbKhhM4iTgShq,0.726,0.778,4,-2.483,1,0.0784,0.00851,0,0.082,0.868,125.0,audio_features,03oZejWqXLbKhhM4iTgShq,spotify:track:03oZejWqXLbKhhM4iTgShq,https://api.spotify.com/v1/tracks/03oZejWqXLbKhhM4iTgShq,https://api.spotify.com/v1/audio-analysis/03oZejWqXLbKhhM4iTgShq,198840,4
Carly Rae Jepsen,Kiss,spotify:track:20I6sIOMTCkB6w7ryavxtO,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,20I6sIOMTCkB6w7ryavxtO,spotify:track:20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/audio-analysis/20I6sIOMTCkB6w7ryavxtO,193400,4
Lynyrd Skynyrd,Lynyrd Skynyrd Greatest Hits,spotify:track:6RgGppm2SSX5p246UqfdEi,0.609,0.661,7,-9.549,1,0.0252,0.0915,0.000482,0.254,0.892,97.93,audio_features,6RgGppm2SSX5p246UqfdEi,spotify:track:6RgGppm2SSX5p246UqfdEi,https://api.spotify.com/v1/tracks/6RgGppm2SSX5p246UqfdEi,https://api.spotify.com/v1/audio-analysis/6RgGppm2SSX5p246UqfdEi,284413,4
Bon Jovi,Bon Jovi Greatest Hits,spotify:track:3X7abqSXC4xrxuC1ykpWcY,0.522,0.882,0,-3.216,1,0.0359,0.0599,0.00021,0.33,0.815,122.541,audio_features,3X7abqSXC4xrxuC1ykpWcY,spotify:track:3X7abqSXC4xrxuC1ykpWcY,https://api.spotify.com/v1/tracks/3X7abqSXC4xrxuC1ykpWcY,https://api.spotify.com/v1/audio-analysis/3X7abqSXC4xrxuC1ykpWcY,250627,4
Creedence Clearwater Revival,Pendulum (Expanded Edition),spotify:track:2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4
"Earth, Wind & Fire","The Essential Earth, Wind & Fire",spotify:track:5e3l460eVGMNqQgFc9Rv7q,0.692,0.803,9,-8.627,1,0.0301,0.151,0.000808,0.181,0.981,125.919,audio_features,5e3l460eVGMNqQgFc9Rv7q,spotify:track:5e3l460eVGMNqQgFc9Rv7q,https://api.spotify.com/v1/tracks/5e3l460eVGMNqQgFc9Rv7q,https://api.spotify.com/v1/audio-analysis/5e3l460eVGMNqQgFc9Rv7q,215067,4
Vanilla Ice,Platinum Underground,spotify:track:66AiuTr5v9tw6B8gXau2aU,0.949,0.876,0,-6.472,1,0.0567,0.0128,0,0.124,0.483,117.579,audio_features,66AiuTr5v9tw6B8gXau2aU,spotify:track:66AiuTr5v9tw6B8gXau2aU,https://api.spotify.com/v1/tracks/66AiuTr5v9tw6B8gXau2aU,https://api.spotify.com/v1/audio-analysis/66AiuTr5v9tw6B8gXau2aU,250413,4
A Great Big World,Is There Anybody Out There?,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,audio_features,6Vc5wAMmXdKIAM7WUoEb7N,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,229400,3
Rascal Flatts,Me And My Gang,spotify:track:2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,5,-3.848,1,0.0731,0.00324,0,0.223,0.655,103.027,audio_features,2Fs18NaCDuluPG1DHGw1XG,spotify:track:2Fs18NaCDuluPG1DHGw1XG,https://api.spotify.com/v1/tracks/2Fs18NaCDuluPG1DHGw1XG,https://api.spotify.com/v1/audio-analysis/2Fs18NaCDuluPG1DHGw1XG,276320,4
Bruno Mars,Doo-Wops & Hooligans,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4
John Mellencamp,American Fool,spotify:track:43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,audio_features,43btz2xjMKpcmjkuRsvxyg,spotify:track:43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/audio-analysis/43btz2xjMKpcmjkuRsvxyg,254493,4
